id,suburb_locality_id,major_name_id,major_name,major_name_type,major_name_ascii
2781,2920,100004,Auckland,City,Auckland
2782,2921,100004,Auckland,City,Auckland
2783,2922,100004,Auckland,City,Auckland
2784,2923,100004,Auckland,City,Auckland
2785,2924,100004,Auckland,City,Auckland
2786,2925,100004,Auckland,City,Auckland
2787,2926,100004,Auckland,City,Auckland
2788,2928,100004,Auckland,City,Auckland
2789,2929,100004,Auckland,City,Auckland
2790,2931,100004,Auckland,City,Auckland
2791,2932,100004,Auckland,City,Auckland
2792,2933,100004,Auckland,City,Auckland
2799,2940,100948,Te Kaha,Major Locality,Te Kaha
2800,2941,1000044,Te Araroa,Major Locality,Te Araroa
2801,2942,101343,Whakaki,Major Locality,Whakaki
2803,2944,1000061,Ocean Beach,Major Locality,Ocean Beach
2805,2946,100082,Porirua,City,Porirua
2808,2949,101149,Warea,Major Locality,Warea
2812,2953,102125,Āwhitu,Major Locality,Awhitu
2813,2954,100004,Auckland,City,Auckland
2815,2956,101188,Kohukohu,Major Locality,Kohukohu
2818,2959,100004,Auckland,City,Auckland
2819,2960,100004,Auckland,City,Auckland
2820,2961,100004,Auckland,City,Auckland
2821,2962,100004,Auckland,City,Auckland
2823,2964,100004,Auckland,City,Auckland
2852,3468,100004,Auckland,City,Auckland
2854,3495,100093,Rotorua,City,Rotorua
2865,3600,100093,Rotorua,City,Rotorua
2889,3823,100018,Dunedin,City,Dunedin
2891,3833,100004,Auckland,City,Auckland
2894,3842,100004,Auckland,City,Auckland
2903,3984,102201,Ātiamuri,Major Locality,Atiamuri
2906,3990,100093,Rotorua,City,Rotorua
2918,4004,102004,Kahutara,Major Locality,Kahutara
2921,4007,103663,Gladstone,Major Locality,Gladstone
2922,4008,103288,Lake Sumner Forest Park,Major Locality,Lake Sumner Forest Park
2925,4012,102205,Mount Aspiring National Park,Major Locality,Mount Aspiring National Park
2936,4023,102201,Ātiamuri,Major Locality,Atiamuri
2938,4025,100093,Rotorua,City,Rotorua
2940,4027,100093,Rotorua,City,Rotorua
2944,4032,100104,Tauranga,City,Tauranga
2948,4037,100104,Tauranga,City,Tauranga
2959,4048,101408,Haast,Major Locality,Haast
2960,4049,200010,Pukaki,Major Locality,Pukaki
2961,4050,103528,Abel Tasman National Park,Major Locality,Abel Tasman National Park
2966,4056,100170,Otematata,Major Locality,Otematata
2973,4064,100316,Clydevale,Major Locality,Clydevale
2974,4065,100030,Hamilton,City,Hamilton
2976,4068,102092,Ōpārau,Major Locality,Oparau
2977,4069,102092,Ōpārau,Major Locality,Oparau
2978,4070,103509,Inchbonnie,Major Locality,Inchbonnie
2979,4071,100918,Waikaia,Major Locality,Waikaia
2983,4077,100093,Rotorua,City,Rotorua
2984,4078,101963,Rerewhakaaitu,Major Locality,Rerewhakaaitu
2988,4082,103195,Culverden,Major Locality,Culverden
2989,4083,100222,Waiau,Major Locality,Waiau
2999,4096,104081,Kingston,Major Locality,Kingston
3004,4104,102059,Pōrangahau,Major Locality,Porangahau
3012,4112,100220,Ross,Major Locality,Ross
3017,4117,103270,Whataroa,Major Locality,Whataroa
3018,4118,100004,Auckland,City,Auckland
3019,4119,100004,Auckland,City,Auckland
3020,4120,102125,Āwhitu,Major Locality,Awhitu
3027,4131,100004,Auckland,City,Auckland
3028,4137,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3029,4138,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3030,4139,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3031,4146,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3034,4184,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3035,4213,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3036,4247,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3037,4248,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3039,4255,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3040,4306,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3041,4325,1000025,Port Chalmers,Major Locality,Port Chalmers
3042,4330,103594,Great Barrier Island (Aotea Island),Major Locality,Great Barrier Island (Aotea Island)
3043,4344,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3044,4347,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3045,4348,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3046,4355,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3047,4361,100004,Auckland,City,Auckland
3050,4445,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3051,4466,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3052,4490,102023,Matakana Island,Major Locality,Matakana Island
3054,4495,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3055,4517,103933,Mōtītī Island,Major Locality,Motiti Island
3056,4526,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3057,4527,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3058,4595,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3059,4605,100104,Tauranga,City,Tauranga
3062,4661,100093,Rotorua,City,Rotorua
3063,4683,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3064,4716,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3065,4718,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3066,4720,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3067,4729,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3068,4735,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3070,4747,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3071,4769,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3072,4772,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3074,4800,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3075,4803,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3076,4835,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3077,4843,100093,Rotorua,City,Rotorua
3078,4846,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3079,4865,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3082,4873,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3083,4881,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3086,4916,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3087,4923,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3088,4928,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3089,4938,102188,Kawau Island,Major Locality,Kawau Island
3090,4939,103396,Hikuai,Major Locality,Hikuai
3091,4950,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3092,4953,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3093,4957,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3094,4970,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3095,4973,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3096,4981,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3097,4984,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3098,4986,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3099,4996,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3100,4999,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3101,5004,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3102,5013,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3103,5020,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3104,5021,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3105,5048,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3106,5051,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3107,5074,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3108,5090,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3109,5104,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3110,5127,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3111,5136,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3112,5337,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3113,5597,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3114,5662,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3115,5684,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3116,5793,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3117,5830,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3118,6081,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3119,6214,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3120,6218,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3121,6254,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3122,6348,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3123,6420,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3124,6469,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3125,6497,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
2739,2876,100091,Whangaparāoa,Town,Whangaparaoa
3126,6514,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3132,6528,100137,Whangārei,City,Whangarei
3134,6530,102606,Kawhia,Major Locality,Kawhia
3137,6536,103578,Fiordland National Park,Major Locality,Fiordland National Park
3138,6539,102589,Port Waikato,Major Locality,Port Waikato
3141,6542,100004,Auckland,City,Auckland
3142,6543,100004,Auckland,City,Auckland
3143,6544,100004,Auckland,City,Auckland
3159,6563,103264,Pigeon Bay,Major Locality,Pigeon Bay
3160,6564,103265,Little Akaloa,Major Locality,Little Akaloa
3161,6565,103266,Le Bons Bay,Major Locality,Le Bons Bay
3162,6566,100012,Christchurch,City,Christchurch
3163,6567,100012,Christchurch,City,Christchurch
3164,6568,100012,Christchurch,City,Christchurch
3166,6570,100065,New Plymouth,City,New Plymouth
3167,8639,103720,Tokanui,Major Locality,Tokanui
3169,8643,100116,Upper Hutt,City,Upper Hutt
3181,8655,100082,Porirua,City,Porirua
3182,8656,100093,Rotorua,City,Rotorua
3184,8658,100004,Auckland,City,Auckland
3194,8670,100093,Rotorua,City,Rotorua
3197,8673,104040,Chatham Islands,Major Locality,Chatham Islands
3198,8674,104040,Chatham Islands,Major Locality,Chatham Islands
3199,8675,104040,Chatham Islands,Major Locality,Chatham Islands
3200,8676,104040,Chatham Islands,Major Locality,Chatham Islands
3201,8677,104040,Chatham Islands,Major Locality,Chatham Islands
3202,8678,104040,Chatham Islands,Major Locality,Chatham Islands
3211,8687,100030,Hamilton,City,Hamilton
3215,8692,100116,Upper Hutt,City,Upper Hutt
3216,8693,100004,Auckland,City,Auckland
3217,8694,100004,Auckland,City,Auckland
3218,8695,100004,Auckland,City,Auckland
3219,8696,100004,Auckland,City,Auckland
3220,8697,100004,Auckland,City,Auckland
3224,8703,100012,Christchurch,City,Christchurch
3225,8704,100004,Auckland,City,Auckland
3231,8754,100116,Upper Hutt,City,Upper Hutt
3232,8755,100012,Christchurch,City,Christchurch
3233,8756,100012,Christchurch,City,Christchurch
3237,8762,100018,Dunedin,City,Dunedin
3242,8767,100004,Auckland,City,Auckland
3243,8768,100004,Auckland,City,Auckland
3244,8769,100093,Rotorua,City,Rotorua
3246,8771,100012,Christchurch,City,Christchurch
3247,8772,100012,Christchurch,City,Christchurch
3248,8773,100093,Rotorua,City,Rotorua
3249,8774,100093,Rotorua,City,Rotorua
3253,8778,100093,Rotorua,City,Rotorua
3255,8783,103060,Punakaiki,Major Locality,Punakaiki
3256,8784,100220,Ross,Major Locality,Ross
3262,8796,100641,Patetonga,Major Locality,Patetonga
3264,8799,100018,Dunedin,City,Dunedin
3265,8800,100032,Hastings,City,Hastings
3266,8801,100038,Invercargill,City,Invercargill
3267,8802,100038,Invercargill,City,Invercargill
3268,8803,100050,Lower Hutt,City,Lower Hutt
3269,8804,100064,Nelson,City,Nelson
3270,8805,100065,New Plymouth,City,New Plymouth
3271,8806,100030,Hamilton,City,Hamilton
3273,8808,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3275,8810,100116,Upper Hutt,City,Upper Hutt
3277,8812,100030,Hamilton,City,Hamilton
3278,8813,100018,Dunedin,City,Dunedin
3279,8815,100137,Whangārei,City,Whangarei
3280,8818,100077,Palmerston North,City,Palmerston North
3281,8819,100004,Auckland,City,Auckland
3282,8820,100004,Auckland,City,Auckland
3283,8821,100004,Auckland,City,Auckland
3284,8822,100004,Auckland,City,Auckland
3285,8823,100004,Auckland,City,Auckland
3286,8824,100004,Auckland,City,Auckland
3287,8825,100004,Auckland,City,Auckland
3288,8826,100004,Auckland,City,Auckland
3289,8827,100004,Auckland,City,Auckland
3290,8828,100004,Auckland,City,Auckland
3291,8829,100004,Auckland,City,Auckland
3296,8835,100004,Auckland,City,Auckland
3297,8837,100093,Rotorua,City,Rotorua
3298,8838,102694,Balfour,Major Locality,Balfour
3299,8839,103212,St. Arnaud,Major Locality,St. Arnaud
3300,8840,100012,Christchurch,City,Christchurch
3301,8841,100018,Dunedin,City,Dunedin
3302,8842,100004,Auckland,City,Auckland
3304,8850,103846,Lake Tekapo,Major Locality,Lake Tekapo
3305,8851,200010,Pukaki,Major Locality,Pukaki
3307,8853,200012,Ahuriri Conservation Park,Major Locality,Ahuriri Conservation Park
3310,8856,101408,Haast,Major Locality,Haast
3311,8857,200013,Te Pahu,Major Locality,Te Pahu
3312,8858,101408,Haast,Major Locality,Haast
3323,8869,100004,Auckland,City,Auckland
3324,8870,100082,Porirua,City,Porirua
3326,8872,100030,Hamilton,City,Hamilton
3327,8873,103060,Punakaiki,Major Locality,Punakaiki
3328,8874,100050,Lower Hutt,City,Lower Hutt
3329,8875,103059,Paparoa National Park,Major Locality,Paparoa National Park
3332,8878,100004,Auckland,City,Auckland
3333,8880,100093,Rotorua,City,Rotorua
3334,8881,100093,Rotorua,City,Rotorua
3335,8882,100093,Rotorua,City,Rotorua
3344,8892,101097,Tokomaru Bay,Major Locality,Tokomaru Bay
3345,8893,101047,Nūhaka,Major Locality,Nuhaka
3347,8895,1000038,Whangara,Major Locality,Whangara
3349,8897,1000040,Pehiri,Major Locality,Pehiri
3352,8900,1000040,Pehiri,Major Locality,Pehiri
3355,8903,1000045,Waikura Valley,Major Locality,Waikura Valley
3361,8909,1000038,Whangara,Major Locality,Whangara
3362,8910,1000041,Wharekōpae,Major Locality,Wharekopae
3365,8913,100012,Christchurch,City,Christchurch
3366,8917,1000025,Port Chalmers,Major Locality,Port Chalmers
3367,8931,100012,Christchurch,City,Christchurch
3368,8932,100012,Christchurch,City,Christchurch
3369,8933,100004,Auckland,City,Auckland
3371,8935,100082,Porirua,City,Porirua
3372,8936,100082,Porirua,City,Porirua
3374,8938,100082,Porirua,City,Porirua
3375,8939,100004,Auckland,City,Auckland
3386,8956,103061,Cape Foulwind,Major Locality,Cape Foulwind
3388,8958,100012,Christchurch,City,Christchurch
3390,8961,100004,Auckland,City,Auckland
3392,8963,100030,Hamilton,City,Hamilton
3396,8969,103128,Glentunnel,Major Locality,Glentunnel
3397,8970,100004,Auckland,City,Auckland
3400,8973,200003,Marlborough Sounds,Major Locality,Marlborough Sounds
3401,8974,1000058,Kuku,Major Locality,Kuku
3402,8975,1000059,Dillons Point,Major Locality,Dillons Point
3403,8976,100004,Auckland,City,Auckland
3404,8977,1000060,Mangatuna,Major Locality,Mangatuna
403,419,100036,Huntly,Town,Huntly
3555,6550,102570,Northland Conservation Park,Major Locality,Northland Conservation Park
3559,6555,102570,Northland Conservation Park,Major Locality,Northland Conservation Park
3562,6561,102570,Northland Conservation Park,Major Locality,Northland Conservation Park
3569,6557,102570,Northland Conservation Park,Major Locality,Northland Conservation Park
3570,8982,102570,Northland Conservation Park,Major Locality,Northland Conservation Park
3554,6549,102570,Northland Conservation Park,Major Locality,Northland Conservation Park
3557,6551,102570,Northland Conservation Park,Major Locality,Northland Conservation Park
3561,6560,102570,Northland Conservation Park,Major Locality,Northland Conservation Park
3563,8984,102570,Northland Conservation Park,Major Locality,Northland Conservation Park
3553,527,102570,Northland Conservation Park,Major Locality,Northland Conservation Park
3556,6556,102570,Northland Conservation Park,Major Locality,Northland Conservation Park
3558,6552,102570,Northland Conservation Park,Major Locality,Northland Conservation Park
3560,6558,102570,Northland Conservation Park,Major Locality,Northland Conservation Park
3564,8985,102570,Northland Conservation Park,Major Locality,Northland Conservation Park
3565,627,102570,Northland Conservation Park,Major Locality,Northland Conservation Park
3566,8983,102570,Northland Conservation Park,Major Locality,Northland Conservation Park
3567,6548,102570,Northland Conservation Park,Major Locality,Northland Conservation Park
3568,6553,102570,Northland Conservation Park,Major Locality,Northland Conservation Park
2,2,100112,Timaru,Town,Timaru
5,5,100011,Carterton,Town,Carterton
20,20,104031,Mosgiel,Town,Mosgiel
22,23,100067,Oamaru,Town,Oamaru
30,31,100022,Feilding,Town,Feilding
31,32,100097,Stratford,Town,Stratford
35,36,103822,Richmond,Town,Richmond
39,40,100017,Dargaville,Town,Dargaville
48,49,100206,Ōtāne,Town,Otane
51,52,100085,Queenstown,Town,Queenstown
57,59,100088,Rangiora,Town,Rangiora
60,62,100003,Ashburton,Town,Ashburton
61,63,100146,Ashhurst,Town,Ashhurst
66,68,100033,Hāwera,Town,Hawera
75,78,101958,Mōkau,Major Locality,Mokau
76,79,100017,Dargaville,Town,Dargaville
78,81,100067,Oamaru,Town,Oamaru
79,82,100067,Oamaru,Town,Oamaru
81,84,100101,Tākaka,Town,Takaka
84,87,103679,Riversdale,Town,Riversdale
90,93,100090,Riverton/Aparima,Town,Riverton/Aparima
92,96,100075,Pahiatua,Town,Pahiatua
97,102,100167,Otautau,Town,Otautau
116,122,100056,Masterton,Town,Masterton
121,127,100097,Stratford,Town,Stratford
137,144,100295,Bombay,Town,Bombay
142,149,100038,Invercargill,City,Invercargill
145,153,100032,Hastings,City,Hastings
152,161,100004,Auckland,City,Auckland
161,170,104023,Mataura,Town,Mataura
186,196,100003,Ashburton,Town,Ashburton
189,199,100011,Carterton,Town,Carterton
204,214,100016,Darfield,Town,Darfield
217,227,100110,Temuka,Town,Temuka
220,230,100162,Clarks Beach,Town,Clarks Beach
222,232,100143,Kaiapoi,Town,Kaiapoi
225,236,100188,Tuatapere,Town,Tuatapere
227,238,100005,Balclutha,Town,Balclutha
234,245,100161,Fairlie,Town,Fairlie
242,253,100027,Gore,Town,Gore
249,260,100067,Oamaru,Town,Oamaru
257,268,100171,Tapanui,Town,Tapanui
269,281,100067,Oamaru,Town,Oamaru
272,284,100063,Napier,City,Napier
275,288,100114,Tūrangi,Town,Turangi
283,296,100131,Warkworth,Town,Warkworth
292,305,100130,Whanganui,Town,Whanganui
301,316,100038,Invercargill,City,Invercargill
317,333,100171,Tapanui,Town,Tapanui
320,336,100186,Eketāhuna,Town,Eketahuna
323,339,100120,Waimate,Town,Waimate
324,340,100026,Gisborne,Town,Gisborne
331,347,100067,Oamaru,Town,Oamaru
338,354,100030,Hamilton,City,Hamilton
343,359,100167,Otautau,Town,Otautau
347,363,100161,Fairlie,Town,Fairlie
350,366,100112,Timaru,Town,Timaru
360,376,104023,Mataura,Town,Mataura
365,381,100005,Balclutha,Town,Balclutha
391,407,100067,Oamaru,Town,Oamaru
410,426,100038,Invercargill,City,Invercargill
412,428,100063,Napier,City,Napier
413,429,104032,Wyndham,Town,Wyndham
416,432,100112,Timaru,Town,Timaru
421,437,100058,Milton,Town,Milton
422,438,100160,Palmerston,Town,Palmerston
431,447,100128,Wakefield,Town,Wakefield
436,452,100027,Gore,Town,Gore
450,466,100038,Invercargill,City,Invercargill
461,477,100029,Greytown,Town,Greytown
463,479,100038,Invercargill,City,Invercargill
478,494,100108,Te Kūiti,Town,Te Kuiti
486,504,100018,Dunedin,City,Dunedin
488,507,100123,Waipukurau,Town,Waipukurau
498,517,100081,Pleasant Point,Town,Pleasant Point
510,529,100171,Tapanui,Town,Tapanui
528,549,100187,Outram,Town,Outram
533,554,100017,Dargaville,Town,Dargaville
539,560,100067,Oamaru,Town,Oamaru
542,565,100072,Ōtorohanga,Town,Otorohanga
544,567,103822,Richmond,Town,Richmond
551,574,103231,Hororata,Town,Hororata
569,596,100089,Reefton,Town,Reefton
570,597,100120,Waimate,Town,Waimate
573,600,100067,Oamaru,Town,Oamaru
580,609,100067,Oamaru,Town,Oamaru
596,625,100156,Ngatea,Town,Ngatea
597,626,100005,Balclutha,Town,Balclutha
601,630,100040,Kaikōura,Town,Kaikoura
619,648,100025,Geraldine,Town,Geraldine
624,653,100035,Hokitika,Town,Hokitika
625,654,100093,Rotorua,City,Rotorua
628,657,100033,Hāwera,Town,Hawera
638,667,100471,Kauri,Town,Kauri
647,677,100038,Invercargill,City,Invercargill
651,681,100074,Paeroa,Town,Paeroa
652,682,100112,Timaru,Town,Timaru
657,687,100067,Oamaru,Town,Oamaru
671,702,100065,New Plymouth,City,New Plymouth
674,705,100022,Feilding,Town,Feilding
675,706,100027,Gore,Town,Gore
676,707,100128,Wakefield,Town,Wakefield
677,708,100130,Whanganui,Town,Whanganui
680,711,100137,Whangārei,City,Whangarei
681,712,100011,Carterton,Town,Carterton
683,714,100180,Lawrence,Town,Lawrence
685,716,100111,Thames,Town,Thames
693,724,100130,Whanganui,Town,Whanganui
707,740,100010,Cambridge,Town,Cambridge
714,747,100112,Timaru,Town,Timaru
718,751,100188,Tuatapere,Town,Tuatapere
723,757,100003,Ashburton,Town,Ashburton
728,762,100148,Akaroa,Town,Akaroa
740,775,100190,Cheviot,Town,Cheviot
747,783,100020,Eltham,Town,Eltham
752,788,100067,Oamaru,Town,Oamaru
757,793,100529,Māhoenui,Major Locality,Mahoenui
768,806,100160,Palmerston,Town,Palmerston
769,807,100038,Invercargill,City,Invercargill
770,810,100120,Waimate,Town,Waimate
772,813,100177,Mamaku,Town,Mamaku
780,822,100131,Warkworth,Town,Warkworth
782,824,100040,Kaikōura,Town,Kaikoura
786,828,100201,Piopio,Town,Piopio
790,832,100156,Ngatea,Town,Ngatea
806,850,100163,Māpua,Town,Mapua
812,856,100159,Te Kauwhata,Town,Te Kauwhata
819,864,100028,Greymouth,Town,Greymouth
824,870,100056,Masterton,Town,Masterton
826,872,100130,Whanganui,Town,Whanganui
828,874,100056,Masterton,Town,Masterton
832,878,100015,Dannevirke,Town,Dannevirke
834,880,100137,Whangārei,City,Whangarei
836,882,100111,Thames,Town,Thames
841,887,100044,Kawakawa,Town,Kawakawa
857,904,100003,Ashburton,Town,Ashburton
858,905,100006,Blenheim,Town,Blenheim
869,917,101956,Mercer,Town,Mercer
874,922,100155,Waikouaiti,Town,Waikouaiti
875,923,100150,Methven,Town,Methven
884,932,100237,Milford Sound,Major Locality,Milford Sound
901,949,104032,Wyndham,Town,Wyndham
902,950,100038,Invercargill,City,Invercargill
908,956,100116,Upper Hutt,City,Upper Hutt
922,970,100061,Motueka,Town,Motueka
923,971,100060,Morrinsville,Town,Morrinsville
927,975,100101,Tākaka,Town,Takaka
928,976,100187,Outram,Town,Outram
929,977,100129,Wānaka,Town,Wanaka
931,980,101019,Waitati,Town,Waitati
932,981,100161,Fairlie,Town,Fairlie
967,1021,100097,Stratford,Town,Stratford
974,1028,100067,Oamaru,Town,Oamaru
975,1029,100102,Taumarunui,Town,Taumarunui
981,1035,100061,Motueka,Town,Motueka
991,1045,103679,Riversdale,Town,Riversdale
1014,1074,100112,Timaru,Town,Timaru
1022,1083,100033,Hāwera,Town,Hawera
1026,1087,100223,Ōhura,Major Locality,Ohura
1027,1088,100033,Hāwera,Town,Hawera
1030,1091,100057,Matamata,Town,Matamata
1032,1093,100130,Whanganui,Town,Whanganui
1050,1113,102662,Ōpaki,Town,Opaki
1053,1116,100077,Palmerston North,City,Palmerston North
1054,1117,100167,Otautau,Town,Otautau
1057,1120,100069,Ōpōtiki,Town,Opotiki
1058,1121,100080,Picton,Town,Picton
1067,1130,100090,Riverton/Aparima,Town,Riverton/Aparima
1068,1131,100038,Invercargill,City,Invercargill
1071,1135,100026,Gisborne,Town,Gisborne
1075,1139,100600,Oropi,Town,Oropi
1079,1143,104024,Paraparaumu,Town,Paraparaumu
1081,1146,100090,Riverton/Aparima,Town,Riverton/Aparima
1084,1149,100027,Gore,Town,Gore
1086,1151,100027,Gore,Town,Gore
1087,1152,100206,Ōtāne,Town,Otane
1090,1155,100139,Winton,Town,Winton
1093,1158,104023,Mataura,Town,Mataura
1101,1166,100112,Timaru,Town,Timaru
1103,1168,100072,Ōtorohanga,Town,Otorohanga
1107,1172,100187,Outram,Town,Outram
1108,1173,100205,Owaka,Town,Owaka
1110,1175,100200,Murchison,Town,Murchison
1113,1178,100073,Oxford,Town,Oxford
1118,1184,100090,Riverton/Aparima,Town,Riverton/Aparima
1120,1186,100032,Hastings,City,Hastings
1121,1187,100133,Wellsford,Town,Wellsford
1123,1189,100063,Napier,City,Napier
1130,1196,100078,Papakura,Town,Papakura
1140,1206,100065,New Plymouth,City,New Plymouth
1142,1208,100137,Whangārei,City,Whangarei
1144,1210,104024,Paraparaumu,Town,Paraparaumu
1149,1215,100130,Whanganui,Town,Whanganui
1155,1221,100011,Carterton,Town,Carterton
1175,1241,100041,Kaitaia,Town,Kaitaia
1179,1245,100128,Wakefield,Town,Wakefield
1188,1254,100176,Havelock,Town,Havelock
1189,1255,100201,Piopio,Town,Piopio
1201,1268,100101,Tākaka,Town,Takaka
1205,1273,1000023,Pōkeno,Town,Pokeno
1207,1275,100107,Te Awamutu,Town,Te Awamutu
1216,1285,100135,Whakatāne,Town,Whakatane
1221,1290,100080,Picton,Town,Picton
1223,1292,100090,Riverton/Aparima,Town,Riverton/Aparima
1224,1293,104028,Prebbleton,Town,Prebbleton
1228,1298,100032,Hastings,City,Hastings
1230,1300,100005,Balclutha,Town,Balclutha
1233,1303,100623,Pukehina,Town,Pukehina
1235,1305,100625,Pukekawa,Town,Pukekawa
1240,1310,100144,Ngāruawāhia,Town,Ngaruawahia
1246,1316,100027,Gore,Town,Gore
1248,1318,100030,Hamilton,City,Hamilton
1256,1328,100067,Oamaru,Town,Oamaru
1261,1333,100083,Pukekohe,Town,Pukekohe
1265,1337,100205,Owaka,Town,Owaka
1267,1339,100084,Putāruru,Town,Putaruru
1268,1340,100130,Whanganui,Town,Whanganui
1279,1353,100089,Reefton,Town,Reefton
1281,1355,100157,Rakaia,Town,Rakaia
1290,1365,100110,Temuka,Town,Temuka
1297,1373,104034,Lyttelton,Town,Lyttelton
1299,1375,100006,Blenheim,Town,Blenheim
1306,1382,104032,Wyndham,Town,Wyndham
1308,1384,100112,Timaru,Town,Timaru
1315,1391,100026,Gisborne,Town,Gisborne
1328,1405,100063,Napier,City,Napier
1329,1406,100026,Gisborne,Town,Gisborne
1333,1410,100006,Blenheim,Town,Blenheim
1335,1412,104031,Mosgiel,Town,Mosgiel
1337,1415,100090,Riverton/Aparima,Town,Riverton/Aparima
1338,1418,100006,Blenheim,Town,Blenheim
1343,1424,100092,Rolleston,Town,Rolleston
1347,1428,100737,Rongotea,Town,Rongotea
1351,1432,100078,Papakura,Town,Papakura
1352,1433,100112,Timaru,Town,Timaru
1356,1437,100220,Ross,Major Locality,Ross
1361,1442,100160,Palmerston,Town,Palmerston
1365,1446,100090,Riverton/Aparima,Town,Riverton/Aparima
1374,1456,104035,Drury,Town,Drury
1377,1459,100038,Invercargill,City,Invercargill
1380,1463,100112,Timaru,Town,Timaru
1382,1465,103679,Riversdale,Town,Riversdale
1383,1466,100038,Invercargill,City,Invercargill
1393,1476,100112,Timaru,Town,Timaru
1395,1478,104032,Wyndham,Town,Wyndham
1396,1479,100134,Westport,Town,Westport
1397,1480,100065,New Plymouth,City,New Plymouth
1424,1510,100038,Invercargill,City,Invercargill
1425,1511,100128,Wakefield,Town,Wakefield
1432,1519,100006,Blenheim,Town,Blenheim
